name,address,phone_number,website,email,category,zip_code
Chandelier Cleaning,Serving the 33584 area.,(833) 637-2367,http:/www.chandeliercleaningtampa.com/,N/A,Cleaning Services,33584
Darling Maid LLC,"4402 Claymore dr unit 301
Tampa, FL 33610",(813) 774-1669,N/A,N/A,Cleaning Services,33584
A Tampa Bay Pressure Washing,"725 Hazy Meadow Ct
Brandon, FL 33510",(813) 653-3749,N/A,N/A,Cleaning Services,33584
Parfait Maid,Serving the33584 Area,(813) 374-5545,N/A,N/A,Cleaning Services,33584
Cleanings By Doris,Serving the33584 Area,(813) 969-1798,N/A,N/A,Cleaning Services,33584
Kat\'s Kleaning Services,Serving the33584 Area,(813) 464-1764,http:/katskleaningservices.tripod.com,N/A,Cleaning Services,33584
US Cleaning Service Inc,Serving the33584 Area,(813) 671-0336,http:/www.unitedstatescleaningservice.com,N/A,Cleaning Services,33584
The Maids of South Tampa,"3910 N Us Highway 301 Ste 105
Tampa, FL 33619",(813) 871-9700,https:/www.maids.com/157,N/A,Cleaning Services,33584
The Cleaning Authority - Brandon,"1757 W Brandon Blvd
Brandon, FL 33511",(813) 756-1932,http:/www.thecleaningauthority.com/brandon,N/A,Cleaning Services,33584
Merry Maids of East Tampa,"5804 Breckenridge Pkwy Ste A
Tampa, FL 33610",(813) 559-0209,https:/www.merrymaids.com/east-tampa,N/A,Cleaning Services,33584
Eves Cleaning Services - Commercial and Residential,Serving the33584 Area,(407) 501-2503,N/A,N/A,Cleaning Services,33584
Sunrise Cleaning Service,Serving the33584 Area,(813) 601-9700,https:/sunrisecleaningservicetampa.com,N/A,Cleaning Services,33584
Suds N Mops Cleaning Services,Serving the33584 Area,(813) 851-3705,https:/sudsnmops.com,N/A,Cleaning Services,33584
KLP Home Improvement,Serving the33584 Area,(727) 723-5190,http://www.klphomeimprovement.com,N/A,Cleaning Services,33584
Sears Maid Services,"421 Hobbs St
Tampa, FL 33619",(813) 445-4723,N/A,N/A,Cleaning Services,33584
Falina\'s Cleaning LLC,"9319 Eastfield rd
Thonotosassa, FL 33592",(813) 381-0030,http:/www.falinascleaning.com,N/A,Cleaning Services,33584
Bikini Housekeeping,Serving the33584 Area,(813) 322-4853,N/A,N/A,Cleaning Services,33584
Squeaky Clean Home & Office Cleaning,Serving the33584 Area,(813) 384-0554,N/A,N/A,Cleaning Services,33584
ecomaids of Greater Tampa-Riverview-Valrico,Serving the33584 Area,(813) 547-3716,https:/www.ecomaids.com/greater-tampa-fl,N/A,Cleaning Services,33584
S & E Cleaning Services,Serving the33584 Area,(813) 551-7398,N/A,N/A,Cleaning Services,33584
Ontime-Anytime Services Inc,Serving the33584 Area,(813) 403-7838,N/A,N/A,Cleaning Services,33584
Clarkes Steam Cleaning,Serving the33584 Area,(321) 746-2933,https:/clarkessteamcleaning.com,N/A,Cleaning Services,33584
Isabel\'s Cleaning Services,Serving the33584 Area,(813) 235-0663,N/A,N/A,Cleaning Services,33584
Supreme House Cleaning,Serving the33584 Area,(813) 203-6910,N/A,N/A,Cleaning Services,33584
Brittanys Cleaning,Serving the33584 Area,(727) 729-2735,N/A,N/A,Cleaning Services,33584
Lightning Cleaning Tampa,Serving the33584 Area,(813) 922-2110,https:/lightningcleaningtampa.com,N/A,Cleaning Services,33584
Renewed Cleaning,Serving the33584 Area,(813) 498-2415,N/A,N/A,Cleaning Services,33584
